id,pid,company,email,bd_manager,team,channel,l0,seller_tier,account_status,risk_tier,wfs_adoption,wmc_adoption,brand_adoption,cq_meet,pl_score,call_priority,launch_date,phone_number_1,sf_phone,first_sale,blocker,notes,next_action_date,next_action,contacted,last_contact,attempt_count,created_at,updated_at
1303,10003053341,hongkongswiftlinkecommercelimited,xunlian147@hotmail.com,Hill Ding,T1,Outbound,ETS,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,10/31/2025,19065038031,19065038031,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1304,10002998812,jiandesansenelectricalappliancecolimited,rvamazon2019@163.com,Philippe Wang,T2,Outbound,HARDLINES,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,11/1/2025,18868803603,18868803603,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1305,10003056021,chuangzhilongyuninternationallimited,chuang2026@163.com,Vanko Chen,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/11/2025,18457904253,18457904253,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1306,10003055416,hongkonghanyuanlimited,miracleengage@163.com,Toby Tan,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/11/2025,15853528835,15853528835,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1307,10003053360,yuechoicetradehongkonglimited,yanan15099959805@outlook.com,Bobby Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/11/2025,15011981650,15011981650,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1308,10003059607,hongkongyanxuimportandexporttradingcolimited,hkyanxus2025@163.com,Fermi Chen,T1,Outbound,HOME,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/13/2025,15505905509,15505905509,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1309,10003055374,shenzhenshihuayaofeifankejiyouxiangongsi,1619084153@qq.com,Julio He,T1,Outbound,FCHW,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/13/2025,18123647455,18123647455,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1310,10003052228,hongkongharmonylimited,hamoguowm@163.com,Leeom Zheng,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/14/2025,18061246518,18061246518,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1311,10003061364,foshanshigaoyangjiajuyouxiangongsi,dinaitejiaju@163.com,Renee Luo,T1,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/14/2025,13178963965,13178963965,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1312,10003056932,hongkongbaojiainternationallimited,hk_baojiaguoji@163.com,Ella Chen,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/17/2025,19967058082,19967058082,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1313,10003059947,hongkongspeedmaxtechnologycolimited,xuesml@qq.com,Austen Wang,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/18/2025,13260545372,13260545372,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1314,10003060528,ningbobrightmaxcolimited,support16@bright-max.com.cn,Bobby Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/18/2025,13957486432,13957486432,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1315,10003061458,shenzhenhanshixinnengyuanjishuyouxiangongsi,hswalmart5d@humsienk.com,Leeom Zheng,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/18/2025,13380323731,13380323731,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1316,10003056833,nantongmeilejingmijixieyouxiangongsi,sales12@ntmeile.com,Kay Feng,T1,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/19/2025,19033776110,19033776110,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1317,10003059625,ningboaijujiajuyongpinyouxiangongsi,wm-sale@brinjoy.com.cn,Cynthia Wang,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/19/2025,18368494625,18368494625,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1318,10003059943,dinghaoxinghuiinternationaltradecolimited,15259139818@163.com,Jane Liu,T1,Outbound,APPAREL,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/19/2025,15259139818,15259139818,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1319,10003059581,yuji(guangdong)dianzishangwuyouxiangongsi,502582145@qq.com,Mona Hu,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/19/2025,13808838246,13808838246,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1320,10003062400,brightheartborderlimited,bbhneww@outlook.com,Darren Yang,T1,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/21/2025,19941728329,19941728329,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1321,10003057009,pinkymoorhongkongcolimited,pindymoor@linjitk.top,Mona Hu,T1,Outbound,APPAREL,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/24/2025,15917685311,15917685311,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1322,10003060469,anhuiyiduwangluokejiyouxiangongsi,qcs13271007176@163.com,Kay Feng,T1,Outbound,HARDLINES,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,11/26/2025,18338722883,18338722883,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1323,10003058539,hongkongwisetuinternationaltradelimited,wisetu520@163.com,Ella Chen,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/26/2025,18857216652,18857216652,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1324,10003064867,gaoanshideruidianzishangwuyouxiangongsi,deruidianzi2025@163.com,Kay Feng,T1,Outbound,HARDLINES,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/27/2025,18929039537,18929039537,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1325,10003054689,quanzhoufunengkejiyouxiangongsi,hellopopgo369369@163.com,Jane Liu,T1,Outbound,APPAREL,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,11/27/2025,17759252369,17759252369,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1326,10003066590,zhengzhoushiyechengdianzishangwuyouxiangongsi,zhengzhouyecheng@outlook.com,Panpan Li,T2,Outbound,HOME,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,11/28/2025,17610916107,17610916107,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1327,10003067367,yiwushishanheshipinyouxiangongsi,udjdhdh0412@163.com,Suzie Liu,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/29/2025,18470354681,18470354681,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1328,10002998042,"XIAOBAI INTELLIGENT TECHNOLOGY (HK) CO.,  LIMITED",otd-ebike@hotmail.com,Lynn He,T2,Outbound,ETS,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/3/2025,18138879640,18138879640,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1329,10003055937,hangzhouwanweidianzishangwuyouxianzerengongsi,18670815813@163.com,Vincent Zhang,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/6/2025,18670815813,18670815813,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1330,10003056444,jiancaiyidianzishangwuyouxiangongsi,985540688@qq.com,Vincent Zhang,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/7/2025,18296684035,18296684035,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1331,10003052872,shenzhenshishengzhongxinmaoyiyouxiangongsi,szxhome-w@outlook.com,Jackie Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/7/2025,13186954184,13186954184,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1332,10002640408,putianshiningpaidianzishangwuyouxiangongsi,ptsnpwalmart@163.com,Phoebe Li,T2,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,11/8/2025,18589226777,18589226777,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1333,10003064937,quanzhoushizhiyuhuihuangmaoyiyouxiangongsi,1687853019@qq.com,Kay Feng,T1,Outbound,HARDLINES,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,12/1/2025,17350969512,17350969512,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1334,10003065816,shenzhenshiwanzehuikejiyouxiangongsi,htart2025@163.com,Angel Xu,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/1/2025,15889685069,15889685069,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1335,10003065685,hongkongbaihuiinternationaltradecolimited,xianggangbaihui@163.com,Jackie Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/10/2025,18518981990,18518981990,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1336,10003067271,shangyainternationalholdingcolimited,walmart@espidoo.com,Fermi Chen,T1,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/10/2025,13823785602,13823785602,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1337,10003071178,zhengzhouxuejieshangmaoyouxiangongsi,dgsd14520@163.com,Matt Qin,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/10/2025,18338722883,18338722883,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1338,10003073228,zhongshansaimeidayinkejiyouxiangongsi,splendidcolor@126.com,Angel Xu,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/10/2025,13531788714,13531788714,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1339,10003073496,shantoushijiuyigongyipinyouxiangongsi,3artisannail@gmail.com,Suzie Liu,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/11/2025,19129229295,19129229295,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1340,10003066594,"Ruitonglef (Hong Kong) International Trading Co., Limited",ruitonglefamz@163.com,Yao Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/11/2025,18638560855,18638560855,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1341,10003054914,zhejiangaojienaxinxikejiyouxiangongsi,walmartajn@163.com,Renee Luo,T1,Outbound,HOME,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/11/2025,13777890461,13777890461,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1342,10002804039,hongtaihuwaiyongpinshenzhenyouxiangongsi,jessa@meelod.com,Austen Wang,T2,Outbound,HARDLINES,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,12/11/2025,13316902996,13316902996,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1343,10003068931,hefeishixiangbingdianzishangwuyouxianzerengongsi,xppwalmart@163.com,Jessica Wang,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/12/2025,19956548738,19956548738,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1344,10003067039,Fashion Star International Limited,jodenzhang1977@gmail.com,Demi Rao,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/12/2025,13405967671,13405967671,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1345,10003069954,"XIANG GANG XINHAN KEJI CO.,LIMITED",lbaoqwert@163.com,Amber Zhu,T2,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/12/2025,18606561368,18606561368,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1346,10003072197,chengdoujinniankejiyouxiangongsi,floaticasa2025@126.com,Ella Chen,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/12/2025,18559280857,18559280857,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1347,10003072230,changshashixiaozhishidaikejiyouxiangongsi,dc546sd8786@yeah.net,Ivy Fu,T2,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/12/2025,18569489780,18569489780,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1348,10003072253,estotradelimited,wmesto@126.com,Frank Liu,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/12/2025,19237956449,19237956449,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1349,10003072355,foshanshicongwangkejiyouxiangongsi,congwangtechltd@outlook.com,Cindy Li,T2,Outbound,FCHW,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/12/2025,15946993351,15946993351,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1350,10003061529,dangshanzhuoxinwangluokejiyouxiangongsi,xinc13083708371@163.com,Fermi Chen,T1,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/13/2025,18130633678,18130633678,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1351,10003072333,nanyangtuoxinlinghangshangmaoyouxiangongsi,linghangan@outlook.com,Panpan Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/13/2025,13137777745,13137777745,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1352,10003063607,hongkongjianlaninternationalcolimited,walhkjianlan2511@hotmail.com,Bella Zheng,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/14/2025,19879841892,19879841892,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1353,10003065532,"Allan Industrial Co., Limited",alexyanxl@qq.com,Austen Wang,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/15/2025,13922126973,13922126973,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1354,10003069636,zhengying(anji)dianzishangwuyouxiangongsi,zhengying0714@163.com,Ella Chen,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/15/2025,17370372390,17370372390,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1355,10003074102,kuayangguojihuoyundaili(xuzhou)youxiangongsi,chengpengmaoyi888@163.com,Renee Luo,T1,Outbound,HOME,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/15/2025,15751079626,15751079626,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1356,10003066638,hongkongsmartmakerdigitaltechnologycolimited,hkzhizaojia@126.com,Roy Sun,T1,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/15/2025,18668076036,18668076036,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1357,10003072392,huizhoushilvhaoshangmaoyouxiangongsi,luhaoshgm553@yeah.net,Julio He,T1,Outbound,FCHW,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/15/2025,18926084307,18926084307,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1358,10003073838,spoleboxlimited,13410195030@163.com,Suzie Liu,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/15/2025,13410195030,13410195030,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1359,10003073936,xingqiyuancolimited,yezpzzz127@outlook.com,Joe Qiao,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/15/2025,13360000065,13360000065,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1360,10003074903,shenzhenshikanaitekejiyouxiangongsi,carlitetech@163.com,Hill Ding,T1,Outbound,ETS,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/15/2025,18318720484,18318720484,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1361,10003073362,shengyaointernationaltradinglimited,xgsy001@outlook.com,Yao Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/15/2025,13027530527,13027530527,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1362,10003074569,xinganghongyetradinglimited,wxp403202172@163.com,Henry Xue,T1,Outbound,HOME,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/16/2025,19925308619,19925308619,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1363,10003075046,yiwushijudoudianzishangwuyouxiangongsi,19957955023@163.com,Cassie Guan,T1,Outbound,FCHW,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,12/16/2025,19957955023,19957955023,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1364,10003071783,MIRACLE FASHION (HK) LIMITED,walmart_us@mallpicks.top,Demi Rao,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/17/2025,18188605029,18188605029,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1365,10003071663,shenzhenshixiyuwangluokejiyouxiangongsi,seeyousoul@163.com,Frank Liu,T2,Outbound,FCHW,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,12/17/2025,15871381686,15871381686,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1366,10003073424,harmonicchengindustrialcolimited,srwalmart@163.com,Hill Ding,T1,Outbound,ETS,Growth,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,12/17/2025,13652326421,13652326421,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1367,10003073939,putianshibeitannimaoyiyouxiangongsi,ttecon_ad01@163.com,Demi Rao,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/18/2025,15859509144,15859509144,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1368,10003075519,quanzhoushijiachengshengwukejiyouxiangongsi,srs789456woerma01@163.com,Yao Li,T2,Outbound,HOME,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,12/18/2025,18859976802,18859976802,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1369,10003076466,wuxiachuanmei(shenzhen)youxiangongsi,wuxiamedia@qq.com,Ada Deng,Inbound,Inbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/18/2025,18981820573,18981820573,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1370,10003074945,shenzhenshisulixingmaoyiyouxiangongsi,yaweibike@outlook.com,Matt Qin,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/18/2025,17302641182,17302641182,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1371,10003073419,"VITO TRADING (HONG KONG) CO., LIMITED",walwtmyhk@163.com,Jackie Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/19/2025,,,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1372,10003075128,"DEER ISLE CO.,LIMITED",seedeem@126.com,Frank Liu,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/19/2025,13072121405,13072121405,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1373,10003067910,simsonindustrialcolimited,elva@simson.com.cn,Hill Ding,T1,Outbound,ETS,Growth,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,12/19/2025,18774552996,18774552996,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1374,10003067753,guangxijinzedianzikejiyouxiangongsi,285059156@qq.com,Demi Rao,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/2/2025,18978988258,18978988258,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1375,10003064425,laizhoushimindongjinshuzhipinyouxiangongsi,1033639110@qq.com,Zoe Zhao,T1,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/2/2025,18954577999,18954577999,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1376,10003061718,xuyitechnologycompanylimited,3987125240@qq.com,Ella Chen,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/2/2025,18750218987,18750218987,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1377,10003067083,huayangguojiwenhuajiaoliuyouxiangongsi,yangtaowrm@163.com,Jane Liu,T1,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/2/2025,18953119238,18953119238,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1378,10003074356,hongkongxinseninvestmentcolimited,ueieueo@outlook.com,Bobby Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/20/2025,19550535502,19550535502,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1379,10003067823,yangjiangqimengdianzishangwuyouxiangongsi,h1092667125@outlook.com,Fermi Chen,T1,Outbound,HOME,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,12/20/2025,13760875977,13760875977,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1380,10003072393,changshashisaiyumaoyiyouxiangongsi,19357165293@163.com,Fermi Chen,T1,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/20/2025,19357165293,19357165293,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1381,10003076479,zhongshanboyadayinkejiyouxiangongsi,zsboya@126.com,Angel Xu,T1,Outbound,ETS,Base,ACTIVE,Medium Risk,0,1,0,1,2,Tier3,12/22/2025,15718175218,15718175218,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1382,10003074064,guangzhouhuaweigongyeyouxiangongsi,linsen-wahaha@hotmail.com,Esme Yang,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/23/2025,15374029798,15374029798,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1383,10003077470,shenzhenshijichangjiajuyouxiangongsi,jikun45dhax@126.com,Phoebe Li,T2,Outbound,APPAREL,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/23/2025,18598258403,18598258403,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1384,10003076583,wuhandaxiqingxinxijishuyouxiangongsi,daxiqing@foxmail.com,Zoe Zhao,T1,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/23/2025,17762728063,17762728063,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1385,10003071156,henanjiezhengxinxikejiyouxiangongsi,wkki466@163.com,Matt Qin,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/23/2025,15516966399,15516966399,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1386,10003074460,fairlandigardenlimited,igarden_wal@163.com,Kunming Liu,T2,Outbound,HARDLINES,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/24/2025,18188602433,18188602433,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1387,10003076417,shanghaiyanxiaoxinxikejiyouxiangongsi,rankingdom56@outlook.com,Hill Ding,T1,Outbound,ETS,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/25/2025,15955501356,15955501356,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1388,10003068482,wuhanshiyixuanchuangshangmaoyouxiangongsi,whyxc_us@163.com,Cynthia Wang,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/25/2025,15671591808,15671591808,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1389,10003073387,ukhonbaylimited,bpisofa0011@163.com,Fermi Chen,T1,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/25/2025,18028144970,18028144970,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1390,10003075831,dangshanxiantanluwangluokejiyouxiangongsi,jinshu13271007176@163.com,Yao Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/25/2025,13271007176,13271007176,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1391,10003078071,shenzhenshixingkuangguojihuoyundailiyouxiangongsi,xingkuang2025@outlook.com,Hill Ding,T1,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/25/2025,13787323971,13787323971,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1392,10003078648,orangesolutionstechnologylimited,orangeltd1@outlook.com,Suzie Liu,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/25/2025,17766568343,17766568343,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1393,10003076389,shanghaishangjikejiyouxiangongsi,jiyajing@shangji-tech.com,Jackie Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/25/2025,19821189696,19821189696,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1394,10003078497,qingdaoyikejiajuyouxiangongsi,bespritgiftsale@163.com,Vincent Zhang,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/25/2025,17669526168,17669526168,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1395,10003079732,dongguanshixinweidianziyouxiangongsi,dengyaping163@163.com,KK Zhong,T2,Outbound,ETS,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/25/2025,18566271623,18566271623,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1396,10003076594,yiwushishixiangjiajuyongpinyouxiangongsi,liuweiping1223@outlook.com,Bobby Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/25/2025,15868904317,15868904317,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1397,10003075113,"Trontti Technology Co., Limited",supporteu@urlifebike.com,Angel Xu,T1,Outbound,ETS,Growth,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/26/2025,13476826029,13476826029,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
1398,10003078059,dezhouxunkexinxikejiyouxiangongsi,dezhoulileiwrm@163.com,Yao Li,T2,Outbound,HOME,Base,ACTIVE,Low Risk,0,1,0,1,2,Tier3,12/26/2025,13589902882,13589902882,,,,,,,,0,2026-04-23 01:43:16,2026-04-23 01:43:16
